match_id,team1,team2,venue,t1_batting_strength,t1_bowling_strength,t1_overall_strength,t1_recent_runs,t1_recent_wickets,t1_recent_economy,t2_batting_strength,t2_bowling_strength,t2_overall_strength,t2_recent_runs,t2_recent_wickets,t2_recent_economy
1082608,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,53.884676558564045,28.948476383168657,82.8331529417327,14.87272727272727,0.6181818181818182,4.539788086303966,53.71131119675529,26.333391253295982,80.04470245005128,14.175757575757576,0.5939393939393939,5.110820317512695
1082609,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",50.08133165862596,23.87137320398217,73.95270486260814,14.200000000000001,0.709090909090909,5.365546538709836,52.07232362884731,26.07279620544589,78.14511983429318,14.163636363636364,0.34545454545454546,5.129602282146105
1082610,Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,49.17279828179368,16.050360352960436,65.22315863475411,16.04090909090909,0.45303030303030306,6.11042796587351,51.55668162046498,19.625226873009286,71.18190849347428,14.078787878787876,0.47878787878787876,5.639684154400931
1082611,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",51.90672736856079,27.311626818478786,79.21835418703957,15.52727272727273,0.7090909090909091,5.81974508668859,53.64494213568356,22.591352446705358,76.23629458238892,15.27272727272727,0.6363636363636364,4.393864945250159
1082612,Kings XI Punjab,Mumbai Indians,Holkar Cricket Stadium,52.6528521590056,27.856346772008067,80.50919893101367,12.090909090909093,0.28484848484848485,6.272131256828087,56.020054143347075,39.64901257303697,95.66906671638404,11.4,0.5454545454545454,4.455654730506006
1082613,Kolkata Knight Riders,Gujarat Lions,Eden Gardens,53.61559649216906,29.279682412370594,82.89527890453965,15.490909090909092,0.6545454545454545,5.403091995997281,54.25085838982361,21.708811821111727,75.95967021093533,16.654545454545456,0.2545454545454545,6.141040582172139
1082614,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,55.988893975601535,34.074945616592515,90.06383959219406,14.418181818181818,0.5272727272727273,4.215803914843468,53.95225077746881,27.24916412367288,81.2014149011417,17.309090909090912,0.7636363636363637,4.0936306806724225
1082615,Rising Pune Supergiant,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,53.43520910840489,17.266239064650904,70.70144817305578,14.69090909090909,0.38636363636363635,4.531340065670538,52.46977249027008,26.52105181148804,78.99082430175814,14.490909090909092,0.5454545454545455,6.073505264053884
1082616,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,42.91801448663323,12.449573176192343,55.36758766282558,14.854545454545452,0.5499999999999999,5.2769309637730695,51.34644148554191,26.81532010222441,78.16176158776632,15.272727272727275,0.41212121212121217,6.276440959459827
1082617,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,53.71131119675529,26.333391253295982,80.04470245005128,14.731818181818186,0.7272727272727272,4.476115123194563,47.048145621376754,15.556688409521495,62.604834030898246,13.254545454545452,0.5272727272727273,4.255423511829903
1082618,Mumbai Indians,Rising Pune Supergiant,Wankhede Stadium,55.27364608205521,33.68405809446146,88.95770417651667,13.454545454545455,0.49090909090909096,4.383065792236203,53.43520910840489,17.266239064650904,70.70144817305578,13.545454545454545,0.4818181818181818,4.482142687798423
1082620,Rising Pune Supergiant,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,53.92634567479893,15.664559935699044,69.59090561049798,13.751515151515152,0.3878787878787879,5.128668704776767,52.65609676406687,33.33187646151117,85.98797322557803,9.981818181818182,0.49090909090909085,4.597001527883881
1082621,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,51.351471697487824,14.08088064290868,65.43235234039652,14.318181818181818,0.5,4.8648527670266795,47.49342527384924,14.232668335937717,61.726093609786965,13.872727272727273,0.6636363636363637,4.916666666666667
1082622,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,51.247800830833604,26.566724586629313,77.8145254174629,14.054545454545456,0.6363636363636364,4.534152176558475,53.00931038452841,27.24916412367288,80.2584745082013,14.254545454545456,0.6181818181818182,4.469118599127686
1082623,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",49.67316997065916,19.591023375223905,69.26419334588307,14.05454545454546,0.36363636363636365,4.9970847675252195,50.734056067486655,27.747892437213213,78.48194850469987,14.745454545454544,0.6181818181818183,6.751090522275367
1082624,Rising Pune Supergiant,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,54.48072882576209,17.66034349184881,72.1410723176109,14.472727272727274,0.55,5.270474736597364,47.72740117484066,15.012145776022475,62.73954695086314,10.25,0.6590909090909091,5.593222266023115
1082625,Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,52.25230403163564,18.593029778148473,70.84533380978412,16.409090909090907,0.7090909090909091,5.138362331653806,56.020054143347075,39.64901257303697,95.66906671638404,16.072727272727274,0.5454545454545455,4.428064754223199
1082626,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",49.762301316630165,26.75325044072089,76.51555175735106,9.145454545454545,0.5681818181818182,4.288351793091504,50.88417894892659,27.3973452225852,78.2815241715118,14.103030303030302,0.4484848484848485,4.6345158704787615
1082627,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",52.82059918509806,27.87183220205553,80.69243138715359,16.10909090909091,0.6303030303030303,5.77722651808807,51.247800830833604,26.566724586629313,77.8145254174629,17.345454545454547,0.6,5.532171082431364
1082628,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,54.88089998778255,36.33903690736481,91.21993689514736,15.636363636363637,0.6,4.613027860973898,51.49360539337374,17.934361881345897,69.42796727471965,11.50909090909091,0.5333333333333333,5.7656779647918395
1082629,Rising Pune Supergiant,Gujarat Lions,Maharashtra Cricket Association Stadium,53.43520910840489,17.266239064650904,70.70144817305578,15.4,0.6545454545454544,5.385396646574921,50.62472163754478,15.105442874310949,65.73016451185573,14.012121212121214,0.5757575757575757,5.575621776058305
1082630,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,52.84972872159579,26.401541791981106,79.2512705135769,12.504545454545456,0.36363636363636365,4.811631696854079,51.90672736856079,27.311626818478782,79.21835418703958,16.527272727272727,0.48181818181818187,5.133501407764363
1082631,Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,52.18217589407536,26.333391253295975,78.51556714737134,12.115151515151517,0.5636363636363636,6.139100113282356,53.43520910840489,17.266239064650904,70.70144817305578,14.654545454545454,0.6909090909090909,5.43098078466658
1082632,Delhi Daredevils,Gujarat Lions,Feroz Shah Kotla,49.31634884099353,26.458556895227744,75.77490573622127,11.745454545454548,0.5090909090909089,5.749041248854808,50.62472163754478,15.105442874310949,65.73016451185573,13.686363636363637,0.5454545454545455,5.927340620544504
1082633,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,50.34759196479059,18.90724332747326,69.25483529226386,11.277272727272727,0.5272727272727272,4.440513954673566,49.762301316630165,26.75325044072089,76.51555175735106,15.381818181818183,0.6545454545454545,4.122083391254827
1082634,Sunrisers Hyderabad,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",51.647927884023936,28.308097820789964,79.95602570481391,17.27272727272727,0.618181818181818,5.710710311216854,53.43520910840489,17.266239064650904,70.70144817305578,14.654545454545454,0.6909090909090909,5.277539844041666
1082635,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,50.939813759542815,29.408431513430788,80.34824527297361,11.618181818181817,0.4,6.196709044846782,54.51654375137289,38.97731697009784,93.49386072147072,14.327272727272726,0.6363636363636364,4.217687562458205
1082636,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,51.35147169748784,14.08088064290868,65.43235234039652,13.563636363636363,0.41818181818181815,4.739299630894089,51.2028655712944,29.570309791637715,80.77317536293212,12.672727272727274,0.47272727272727266,6.359146697706995
1082637,Kings XI Punjab,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",49.488900207673375,26.760010347480794,76.24891055515418,13.854545454545455,0.6363636363636364,4.336190784539199,49.583875877520946,18.99532835115295,68.57920422867389,14.52727272727273,0.5454545454545454,6.867153014764258
1082638,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",51.98834262857744,28.16524968602255,80.15359231459998,13.266666666666667,0.6545454545454545,7.5339676671016385,54.51654375137289,38.97731697009784,93.49386072147075,15.654545454545454,0.5454545454545454,4.225465431808641
1082639,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",47.96109429033636,22.979432410040804,70.94052670037716,12.845454545454544,0.8409090909090909,4.978350749072675,51.60219111294941,25.250059172921215,76.85225028587064,16.92727272727273,0.5454545454545454,6.244807525010874
1082640,Gujarat Lions,Delhi Daredevils,Green Park,49.583875877520946,18.99532835115295,68.57920422867389,14.34545454545455,0.5272727272727273,6.4306790230944895,52.13407707004845,24.312446333398917,76.44652340344737,13.0,0.38181818181818183,6.1311949505102294
1082641,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,54.51654375137289,38.97731697009784,93.49386072147075,15.999999999999998,0.5636363636363636,4.558927452709987,47.94064633249711,27.21642301825283,75.15706935074994,12.70909090909091,0.7454545454545454,5.41271546914652
1082642,Delhi Daredevils,Rising Pune Supergiant,Feroz Shah Kotla,48.61130409899961,26.07620594230459,74.68751004130421,14.236363636363636,0.4181818181818182,6.14208380849816,52.00101582421161,14.796717501421135,66.79773332563273,14.127272727272727,0.7272727272727273,4.180170345650223
1082643,Gujarat Lions,Sunrisers Hyderabad,Green Park,49.46328529948043,22.116035562781597,71.57932086226202,15.29090909090909,0.41818181818181815,7.250211074948706,51.637515933749455,26.81446929545506,78.45198522920451,11.074242424242426,0.6606060606060606,6.099845510041846
1082644,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,52.402854310582306,30.722830035438673,83.12568434602098,17.418181818181818,0.41818181818181815,6.330388415334236,54.11136292685965,25.967548521782724,80.07891144864237,16.78181818181818,0.5454545454545454,4.287571251368528
1082645,Rising Pune Supergiant,Kings XI Punjab,Maharashtra Cricket Association Stadium,52.00101582421161,14.796717501421135,66.79773332563273,9.69090909090909,0.7090909090909091,3.4262008136251265,51.54025051419194,27.45012926148632,78.99037977567826,12.763636363636364,0.5272727272727273,5.152565998584158
1082646,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,48.61130409899961,26.07620594230459,74.68751004130421,13.690909090909093,0.4545454545454545,6.166202872587118,54.09395669950289,28.26016347825738,82.35412017776027,9.684848484848485,0.5454545454545454,4.625725441867645
1082647,Mumbai Indians,Rising Pune Supergiant,Wankhede Stadium,53.99148581650577,35.851884129587035,89.8433699460928,14.909090909090908,0.5454545454545454,4.336084577256708,52.91202127980134,16.246790678134627,69.15881195793595,11.284848484848485,0.7757575757575758,3.942707232958429
1082648,Sunrisers Hyderabad,Kolkata Knight Riders,M Chinnaswamy Stadium,52.28225987587764,22.84003724740489,75.12229712328254,14.98181818181818,0.5818181818181818,6.9077339528588535,54.337349120132,36.06828095804952,90.40563007818153,10.036363636363635,0.5454545454545454,4.440825157814323
1082649,Mumbai Indians,Kolkata Knight Riders,M Chinnaswamy Stadium,53.51602550446009,35.4483642624968,88.9643897669569,13.309090909090907,0.5818181818181819,4.091219883624134,51.16997741125619,28.461260886627716,79.63123829788391,11.98181818181818,0.5090909090909091,4.5382034632034625
1082650,Mumbai Indians,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",53.51602550446009,35.4483642624968,88.9643897669569,12.581818181818182,0.5636363636363636,4.008667024878677,52.91202127980134,16.246790678134627,69.15881195793595,10.75,0.8045454545454546,3.8654690064148114
1136561,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,53.66636245996916,27.663741987587322,81.33010444755647,11.018181818181818,0.6727272727272727,4.180104854017897,57.826532118360866,37.9370676238286,95.76359974218946,11.345454545454546,0.49090909090909085,6.5741915688097805
1136562,Delhi Daredevils,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,53.29458328702561,28.945058519626002,82.23964180665163,13.909090909090908,0.49090909090909096,5.394534632034632,53.41088541081613,27.809283879715554,81.22016929053167,14.2,0.6181818181818183,6.086343445880853
1136563,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,47.149025415342024,19.371928818351176,66.5209542336932,12.818181818181818,0.49090909090909085,3.7608951501452497,56.751807175720735,37.35821830486804,94.11002548058877,11.745454545454544,0.6909090909090909,5.5063378886908305
1136564,Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,50.02586621646742,12.932503790983395,62.95837000745082,9.315151515151515,0.4303030303030303,4.990615111931361,55.87098062841656,24.35465336343078,80.22563399184735,9.418181818181818,0.6181818181818182,3.5051553954915304
1136565,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,57.40062266841131,34.88470069760705,92.28532336601837,11.127272727272727,0.6181818181818183,6.199413250148544,58.1528270140875,42.66511412230809,100.81794113639559,11.618181818181817,0.6363636363636364,5.274353543070121
1136566,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,50.02586621646742,12.932503790983395,62.95837000745082,10.568181818181817,0.38636363636363635,4.294797557155814,52.53174049614595,23.300363047084012,75.83210354322995,9.290909090909091,0.43636363636363645,4.491173043047357
1136567,Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,51.54266152681932,22.979414844543054,74.52207637136236,14.409090909090908,0.7000000000000001,4.464320893560025,55.34466211262436,22.07491598171094,77.41957809433531,13.077272727272726,0.5499999999999999,5.624344484751316
1136568,Kings XI Punjab,Royal Challengers Bangalore,M.Chinnaswamy Stadium,52.38555186776753,27.582011152442828,79.96756302021036,14.01818181818182,0.6454545454545455,4.770208311224881,47.149025415342024,19.371928818351176,66.5209542336932,13.527272727272726,0.6545454545454545,3.639317980722515
1136569,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,51.721773715380394,24.168440964889577,75.89021468026998,16.254545454545458,0.5757575757575758,4.744281156830564,51.71388901069859,20.47556833950101,72.18945735019959,15.427272727272726,0.5272727272727273,4.4127386285194214
1136570,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,55.577445632866464,33.078742626339526,88.65618825920598,12.163636363636364,0.49090909090909096,5.598770600744285,55.87098062841656,24.35465336343078,80.22563399184736,12.29090909090909,0.6545454545454547,5.596891345751846
1136571,Rajasthan Royals,Royal Challengers Bangalore,M.Chinnaswamy Stadium,50.02586621646742,12.932503790983395,62.95837000745082,12.242424242424242,0.43636363636363634,5.3217480806413615,46.773464449491264,21.36395522769602,68.13741967718728,16.07272727272727,0.7333333333333333,4.518708673824458
1136572,Kings XI Punjab,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,49.90375687438954,21.031636373755774,70.93539324814532,13.672727272727274,0.5272727272727273,4.972966647944583,57.26878565477491,41.28392113516797,98.55270678994287,14.890909090909089,0.5818181818181819,6.225163398692811
1136573,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,56.226261125557045,30.605225019078542,86.83148614463558,14.218181818181819,0.5818181818181819,5.9126513976138035,53.5330870115954,23.521575168296135,77.05466217989154,15.872727272727273,0.49090909090909096,5.6382233373010555
1136574,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,53.66636245996915,27.66374198758733,81.33010444755647,16.509090909090908,0.6545454545454544,4.537838126061266,50.86166297175851,24.56666796489835,75.42833093665685,15.799999999999995,0.6545454545454544,5.010292752751513
1136575,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,50.02586621646742,12.932503790983397,62.95837000745082,13.304545454545451,0.36818181818181817,5.3355776994015045,56.226261125557045,30.605225019078542,86.83148614463558,12.242424242424242,0.6424242424242425,4.5788313074114795
1136576,Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,49.90375687438954,21.031636373755774,70.93539324814532,14.70909090909091,0.48636363636363633,4.0913167718715435,51.430697275405926,25.63244136866724,77.06313864407319,12.763636363636364,0.6,5.26286293945917
1136577,Chennai Super Kings,Rajasthan Royals,Maharashtra Cricket Association Stadium,57.01367285852297,39.35513845663593,96.3688113151589,14.272727272727273,0.7272727272727273,5.062747895301371,53.40215014638104,10.26898789227568,63.67113803865672,13.618181818181817,0.3818181818181818,5.133580249346483
1136578,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,56.226261125557045,30.605225019078542,86.83148614463558,16.206060606060607,0.5454545454545454,5.44155602851255,48.28933271891804,15.333132835862244,63.62246555478029,12.145454545454548,0.45454545454545453,4.939782774334656
1136579,Delhi Daredevils,Royal Challengers Bangalore,M.Chinnaswamy Stadium,54.223874904826744,24.334934972456804,78.55880987728357,13.763636363636364,0.5272727272727273,4.948056862298348,50.78597642863595,25.06666796489835,75.85264439353429,15.545454545454543,0.6363636363636365,5.136512737568876
1136580,Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,58.93269256779036,35.22635402921824,94.1590465970086,15.490909090909092,0.6,4.456026170798898,51.7003342174358,24.434956393733817,76.13529061116962,11.70909090909091,0.5636363636363636,5.190452083663418
1136581,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,53.66636245996915,27.663741987587322,81.33010444755647,15.600000000000001,0.6909090909090909,4.637148254588516,56.45171369738548,15.485771584466674,71.93748528185216,14.445454545454544,0.5636363636363636,4.562736293386978
1136582,Kings XI Punjab,Delhi Daredevils,Arun Jaitley Stadium,48.02087272466997,14.708863209617753,62.72973593428772,12.454545454545455,0.509090909090909,4.805926557450355,52.65999368528412,23.405648927006144,76.06564261229028,13.236363636363638,0.790909090909091,4.910858585858586
1136583,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,51.65175478618225,23.15373961166811,74.80549439785035,13.92727272727273,0.5954545454545455,4.222062453832021,53.66636245996915,27.66374198758733,81.33010444755647,14.309090909090907,0.7636363636363637,4.370504162816354
1136584,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,51.63589539433751,25.47473173720061,77.11062713153812,17.61818181818182,0.6,5.764914127124532,58.1528270140875,42.66511412230809,100.81794113639559,17.145454545454545,0.6363636363636365,6.012758075258074
1136585,Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi International Stadium,51.65175478618225,23.15373961166811,74.80549439785035,13.472727272727274,0.6545454545454545,4.151329862088376,48.08676134220622,13.487305100379336,61.57406644258556,16.472727272727273,0.5272727272727273,4.436140514502921
1136586,Delhi Daredevils,Kolkata Knight Riders,Arun Jaitley Stadium,52.97841699354949,21.905090546613305,74.8835075401628,16.2,0.6515151515151515,5.963446383338024,55.577445632866464,33.078742626339526,88.65618825920598,17.090909090909093,0.5818181818181819,5.370793053000086
1136587,Chennai Super Kings,Mumbai Indians,Maharashtra Cricket Association Stadium,58.1528270140875,42.66511412230809,100.81794113639559,17.181818181818183,0.5636363636363636,4.799252705126199,56.648458694523704,22.21854269171935,78.86700138624305,12.527272727272726,0.5636363636363636,4.6842689545271226
1136588,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,51.40160340619143,22.696251057057257,74.0978544632487,16.07272727272727,0.6181818181818183,4.051285355325043,52.169789404389576,13.367506796595086,65.53729620098467,13.972727272727269,0.5636363636363636,5.353868680339269
1136589,Royal Challengers Bangalore,Kolkata Knight Riders,M.Chinnaswamy Stadium,47.77561419628669,25.703601238676075,73.47921543496274,13.836363636363636,0.41818181818181815,4.8400518950977665,55.577445632866464,33.078742626339526,88.65618825920598,16.181818181818183,0.5454545454545454,5.633585813931901
1136590,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,49.60959434678662,34.704178257310495,84.31377260409712,17.89090909090909,0.5272727272727273,5.166753103355974,52.97841699354949,21.905090546613305,74.8835075401628,16.200000000000003,0.5681818181818182,6.23695012324199
1136591,Royal Challengers Bangalore,Mumbai Indians,M.Chinnaswamy Stadium,49.853289943659405,25.98659658199495,75.83988652565435,15.109090909090908,0.39999999999999997,4.7871070094644095,57.45886739714092,25.642521787489894,83.1013891846308,13.509090909090906,0.6545454545454545,5.4400245464069075
1136592,Delhi Daredevils,Rajasthan Royals,Arun Jaitley Stadium,49.54868322426299,22.731926953010614,72.2806101772736,16.259090909090904,0.6136363636363636,6.034259074259074,53.96496957319348,15.304963503658593,69.26993307685208,10.872727272727273,0.5939393939393939,5.525976076162643
1136593,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,49.60959434678662,34.704178257310495,84.31377260409712,17.07272727272727,0.5727272727272728,6.027045280285605,55.939093286306836,32.872397929369825,88.81149121567665,15.472727272727274,0.38181818181818183,5.198322281817426
1136594,Kings XI Punjab,Mumbai Indians,Holkar Cricket Stadium,52.06492124959271,22.735049968066516,74.79997121765922,15.818181818181818,0.5272727272727273,5.646421622454681,56.648458694523704,22.21854269171935,78.86700138624305,14.399999999999999,0.6181818181818182,5.583748833598957
1136595,Royal Challengers Bangalore,Chennai Super Kings,Maharashtra Cricket Association Stadium,48.75430180311545,25.703601238676075,74.45790304179152,13.927272727272726,0.43636363636363634,4.433993695266438,50.898960050808185,36.383906521171745,87.28286657197992,14.781818181818183,0.5939393939393939,5.418280521804626
1136596,Delhi Daredevils,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,51.77707219294188,22.29952310600853,74.07659529895041,16.054545454545455,0.6181818181818183,5.823065504302092,51.77294356700527,31.252330032928388,83.02527359993368,14.636363636363638,0.6545454545454547,3.679317677684284
1136597,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,56.648458694523704,22.21854269171935,78.86700138624305,12.945454545454544,0.6,5.564635643574615,54.18826814368897,35.212895668330184,89.40116381201916,15.618181818181817,0.34545454545454546,5.856553887289182
1136598,Rajasthan Royals,Kings XI Punjab,Holkar Cricket Stadium,52.70838242511697,12.103969326447752,64.81235175156472,14.640909090909092,0.5090909090909091,5.713397353780918,51.86234987288089,20.88922223258361,72.7515721054645,14.872727272727273,0.6181818181818183,4.321229799207437
1136599,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,51.77294356700527,31.252330032928388,83.02527359993368,13.133333333333331,0.6545454545454545,3.55255550055913,51.10087897386614,26.227128754748357,77.3280077286145,14.981818181818182,0.509090909090909,4.137997484277898
1136600,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,50.61472122352156,11.55449835913469,62.169219582656254,13.399999999999999,0.6,6.100762408727741,51.613927745423126,26.58772577047714,78.20165351590026,14.927272727272726,0.6,5.382575757575758
1136601,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,56.648458694523704,22.21854269171935,78.86700138624305,15.490909090909092,0.618181818181818,4.379264323367938,54.70298817260164,32.739378061069196,87.44236623367082,12.159090909090908,0.5,5.953538858802017
